iso3,security_id,year,basis,coupon_lcu_mn,uplift_lcu_mn,discount_lcu_mn,floating_lcu_mn,premium_discount_amort_lcu_mn,total_lcu_mn,computability,reference_values_used,derivation,run_id,source_id,snapshot_sha256,quality_grade,notes
DEU,DE0001030070,2013,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"accrued: nominal 1,724.7->1,396.9; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2013,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 1,724.7->1,396.9; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2014,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"accrued: nominal 1,396.9->1,186.7; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2014,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 1,396.9->1,186.7; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2015,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"accrued: nominal 1,186.7->1,070.0; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2015,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 1,186.7->1,070.0; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2016,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"accrued: nominal 1,070.0->1,010.1; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2016,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 1,070.0->1,010.1; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2017,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"accrued: nominal 1,010.1->965.6; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2017,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 1,010.1->965.6; coupon nan% x1 = 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2018,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 965.6->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2018,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 965.6->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2019,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2019,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2020,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2021,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2021,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2022,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2022,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2023,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2023,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2024,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2024,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2025,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2025,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2026,accrued,0.0,0.0,0.0,0.0,0.0,0.0,computed,,accrued: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030070,2026,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,cash: nominal 920.7->920.7; coupon nan% x1 = 0.00,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2005,accrued,93.52576647097202,0.0,0.0,0.0,-1.171543681085688,94.69731015205771,computed,,"accrued: nominal 0.0->3,968.3; coupon 3.875% x1 = 93.53; premium/discount amortisation -1.17",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2005,cash,153.76984126984135,0.0,0.0,0.0,0.0,153.76984126984135,computed,,"cash: nominal 0.0->3,968.3; coupon 3.875% x1 = 153.77",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2006,accrued,153.76984126984138,0.0,0.0,0.0,-1.9349024597116566,155.70474372955303,computed,,"accrued: nominal 3,968.3->3,968.3; coupon 3.875% x1 = 153.77; premium/discount amortisation -1.93",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2006,cash,153.76984126984135,0.0,0.0,0.0,0.0,153.76984126984135,computed,,"cash: nominal 3,968.3->3,968.3; coupon 3.875% x1 = 153.77",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2007,accrued,153.5246659109786,0.0,0.0,0.0,-1.9349024597116566,155.45956837069025,computed,,"accrued: nominal 3,968.3->3,968.3; coupon 3.875% x1 = 153.52; premium/discount amortisation -1.93",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2007,cash,153.76984126984135,0.0,0.0,0.0,0.0,153.76984126984135,computed,,"cash: nominal 3,968.3->3,968.3; coupon 3.875% x1 = 153.77",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2008,accrued,154.01501662870413,0.0,0.0,0.0,-1.9402035623410037,155.95522019104513,computed,,"accrued: nominal 3,968.3->3,968.3; coupon 3.875% x1 = 154.02; premium/discount amortisation -1.94",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2008,cash,153.76984126984135,0.0,0.0,0.0,0.0,153.76984126984135,computed,,"cash: nominal 3,968.3->3,968.3; coupon 3.875% x1 = 153.77",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2009,accrued,153.76984126984138,0.0,0.0,0.0,-1.9349024597116566,155.70474372955303,computed,,"accrued: nominal 3,968.3->3,968.3; coupon 3.875% x1 = 153.77; premium/discount amortisation -1.93",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2009,cash,153.76984126984135,0.0,0.0,0.0,0.0,153.76984126984135,computed,,"cash: nominal 3,968.3->3,968.3; coupon 3.875% x1 = 153.77",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2010,accrued,63.614372689715196,0.0,0.0,0.0,-0.8057675996607447,64.42014028937594,computed,,"accrued: nominal 3,968.3->0.0; coupon 3.875% x1 = 63.61; premium/discount amortisation -0.81",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030104,2010,cash,153.76984126984135,0.0,0.0,0.0,0.0,153.76984126984135,computed,,"cash: nominal 3,968.3->0.0; coupon 3.875% x1 = 153.77",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030120,2009,accrued,12.255682776455577,0.0,0.0,0.0,-0.7259891875534094,12.981671964008987,computed,,"accrued: nominal 0.0->2,736.0; coupon 1.5% x1 = 12.26; premium/discount amortisation -0.73",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030120,2009,cash,41.0396716826265,0.0,0.0,0.0,0.0,41.0396716826265,computed,,"cash: nominal 0.0->2,736.0; coupon 1.5% x1 = 41.04",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030120,2010,accrued,41.03967168262649,0.0,0.0,0.0,-2.4535745690462445,43.49324625167274,computed,,"accrued: nominal 2,736.0->2,736.0; coupon 1.5% x1 = 41.04; premium/discount amortisation -2.45",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030120,2010,cash,41.0396716826265,0.0,0.0,0.0,0.0,41.0396716826265,computed,,"cash: nominal 2,736.0->2,736.0; coupon 1.5% x1 = 41.04",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030120,2011,accrued,41.00864385988568,0.0,0.0,0.0,-2.4535745690462445,43.462218428931926,computed,,"accrued: nominal 2,736.0->2,736.0; coupon 1.5% x1 = 41.01; premium/discount amortisation -2.45",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030120,2011,cash,41.0396716826265,0.0,0.0,0.0,0.0,41.0396716826265,computed,,"cash: nominal 2,736.0->2,736.0; coupon 1.5% x1 = 41.04",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030120,2012,accrued,29.602386131730587,0.0,0.0,0.0,-1.7813623583486435,31.38374849007923,computed,,"accrued: nominal 2,736.0->0.0; coupon 1.5% x1 = 29.60; premium/discount amortisation -1.78",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030120,2012,cash,41.0396716826265,0.0,0.0,0.0,0.0,41.0396716826265,computed,,"cash: nominal 2,736.0->0.0; coupon 1.5% x1 = 41.04",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030203,2020,accrued,0.0,0.0,-44.26311462946159,0.0,44.26311462946171,-88.52622925892331,computed,,"accrued: nominal 0.0->15,000.0; discount -44.26; premium/discount amortisation 44.26",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030203,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->15,000.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030203,2021,accrued,0.0,0.0,-29.737685370537502,0.0,29.73768537053775,-59.47537074107525,computed,,"accrued: nominal 15,000.0->3,000.0; discount -29.74; premium/discount amortisation 29.74",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030203,2021,cash,0.0,0.0,-74.00079999999909,0.0,0.0,-74.00079999999909,computed,,"cash: nominal 15,000.0->3,000.0; discount -74.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030211,2020,accrued,0.0,0.0,-37.51016032376697,0.0,37.51016032376665,-75.02032064753362,computed,,"accrued: nominal 0.0->13,500.0; discount -37.51; premium/discount amortisation 37.51",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030211,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->13,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030211,2021,accrued,0.0,0.0,-32.60138967623372,0.0,32.60138967623358,-65.2027793524673,computed,,"accrued: nominal 13,500.0->3,000.0; discount -32.60; premium/discount amortisation 32.60",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030211,2021,cash,0.0,0.0,-70.11155000000069,0.0,0.0,-70.11155000000069,computed,,"cash: nominal 13,500.0->3,000.0; discount -70.11",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030229,2020,accrued,0.0,0.0,-30.24735239102362,0.0,30.247352391023814,-60.494704782047435,computed,,"accrued: nominal 0.0->13,500.0; discount -30.25; premium/discount amortisation 30.25",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030229,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->13,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030229,2021,accrued,0.0,0.0,-49.00204760897607,0.0,49.00204760897568,-98.00409521795174,computed,,"accrued: nominal 13,500.0->6,000.0; discount -49.00; premium/discount amortisation 49.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030229,2021,cash,0.0,0.0,-79.2493999999997,0.0,0.0,-79.2493999999997,computed,,"cash: nominal 13,500.0->6,000.0; discount -79.25",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030237,2020,accrued,0.0,0.0,-20.927825282320335,0.0,20.927825282320587,-41.855650564640925,computed,,"accrued: nominal 0.0->9,500.0; discount -20.93; premium/discount amortisation 20.93",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030237,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->9,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030237,2021,accrued,0.0,0.0,-61.36617471767954,0.0,61.3661747176799,-122.73234943535944,computed,,"accrued: nominal 9,500.0->10,000.0; discount -61.37; premium/discount amortisation 61.37",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030237,2021,cash,0.0,0.0,-82.29399999999987,0.0,0.0,-82.29399999999987,computed,,"cash: nominal 9,500.0->10,000.0; discount -82.29",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030245,2020,accrued,0.0,0.0,-16.09634679530162,0.0,16.096346795301642,-32.19269359060326,computed,,"accrued: nominal 0.0->9,500.0; discount -16.10; premium/discount amortisation 16.10",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030245,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->9,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030245,2021,accrued,0.0,0.0,-62.609953204698385,0.0,62.60995320469813,-125.21990640939651,computed,,"accrued: nominal 9,500.0->9,000.0; discount -62.61; premium/discount amortisation 62.61",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030245,2021,cash,0.0,0.0,-78.70630000000001,0.0,0.0,-78.70630000000001,computed,,"cash: nominal 9,500.0->9,000.0; discount -78.71",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030252,2020,accrued,0.0,0.0,-8.441464331195146,0.0,8.441464331195098,-16.882928662390242,computed,,"accrued: nominal 0.0->5,500.0; discount -8.44; premium/discount amortisation 8.44",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030252,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->5,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030252,2021,accrued,0.0,0.0,-54.70268566880492,0.0,54.70268566880508,-109.40537133761,computed,,"accrued: nominal 5,500.0->10,000.0; discount -54.70; premium/discount amortisation 54.70",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030252,2021,cash,0.0,0.0,-63.14415000000007,0.0,0.0,-63.14415000000007,computed,,"cash: nominal 5,500.0->10,000.0; discount -63.14",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030260,2020,accrued,0.0,0.0,-5.001838757396414,0.0,5.001838757396416,-10.00367751479283,computed,,"accrued: nominal 0.0->4,500.0; discount -5.00; premium/discount amortisation 5.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030260,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->4,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030260,2021,accrued,0.0,0.0,-69.69911124260358,0.0,69.6991112426031,-139.39822248520667,computed,,"accrued: nominal 4,500.0->13,000.0; discount -69.70; premium/discount amortisation 69.70",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030260,2021,cash,0.0,0.0,-74.70094999999998,0.0,0.0,-74.70094999999998,computed,,"cash: nominal 4,500.0->13,000.0; discount -74.70",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030278,2020,accrued,0.0,0.0,-1.1817130919220202,0.0,1.1817130919220156,-2.3634261838440356,computed,,"accrued: nominal 0.0->2,000.0; discount -1.18; premium/discount amortisation 1.18",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030278,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->2,000.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030278,2021,accrued,0.0,0.0,-56.640486908078145,0.0,56.64048690807808,-113.28097381615623,computed,,"accrued: nominal 2,000.0->13,000.0; discount -56.64; premium/discount amortisation 56.64",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030278,2021,cash,0.0,0.0,-57.82220000000016,0.0,0.0,-57.82220000000016,computed,,"cash: nominal 2,000.0->13,000.0; discount -57.82",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030294,2020,accrued,0.0,0.0,-38.67162663558637,0.0,38.67162663558682,-77.34325327117318,computed,,"accrued: nominal 0.0->13,500.0; discount -38.67; premium/discount amortisation 38.67",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030294,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->13,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030294,2021,accrued,0.0,0.0,-4.4464233644133175,0.0,4.446423364413387,-8.892846728826704,computed,,"accrued: nominal 13,500.0->0.0; discount -4.45; premium/discount amortisation 4.45",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030294,2021,cash,0.0,0.0,-43.118049999999684,0.0,0.0,-43.118049999999684,computed,,"cash: nominal 13,500.0->0.0; discount -43.12",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030302,2020,accrued,0.0,0.0,-37.192074551817456,0.0,37.19207455181737,-74.38414910363483,computed,,"accrued: nominal 0.0->13,500.0; discount -37.19; premium/discount amortisation 37.19",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030302,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->13,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030302,2021,accrued,0.0,0.0,-13.385675448182855,0.0,13.38567544818284,-26.771350896365696,computed,,"accrued: nominal 13,500.0->0.0; discount -13.39; premium/discount amortisation 13.39",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030302,2021,cash,0.0,0.0,-50.57775000000031,0.0,0.0,-50.57775000000031,computed,,"cash: nominal 13,500.0->0.0; discount -50.58",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030310,2020,accrued,0.0,0.0,-32.260561481151726,0.0,32.26056148115178,-64.52112296230351,computed,,"accrued: nominal 0.0->13,500.0; discount -32.26; premium/discount amortisation 32.26",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030310,2020,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->13,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030310,2021,accrued,0.0,0.0,-7.483088518848408,0.0,7.483088518848419,-14.966177037696827,computed,,"accrued: nominal 13,500.0->0.0; discount -7.48; premium/discount amortisation 7.48",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030310,2021,cash,0.0,0.0,-39.74365000000013,0.0,0.0,-39.74365000000013,computed,,"cash: nominal 13,500.0->0.0; discount -39.74",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030328,2021,accrued,0.0,0.0,-65.29819999999897,0.0,65.29819999999958,-130.59639999999854,computed,,accrued: nominal 0.0->0.0; discount -65.30; premium/discount amortisation 65.30,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030328,2021,cash,0.0,0.0,-65.29819999999897,0.0,0.0,-65.29819999999897,computed,,cash: nominal 0.0->0.0; discount -65.30,20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030336,2021,accrued,0.0,0.0,-82.58042425383714,0.0,82.58042425383772,-165.16084850767487,computed,,"accrued: nominal 0.0->20,500.0; discount -82.58; premium/discount amortisation 82.58",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030336,2021,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->20,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030336,2022,accrued,0.0,0.0,-7.222375746162716,0.0,7.222375746162806,-14.444751492325523,computed,,"accrued: nominal 20,500.0->0.0; discount -7.22; premium/discount amortisation 7.22",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030336,2022,cash,0.0,0.0,-89.80279999999985,0.0,0.0,-89.80279999999985,computed,,"cash: nominal 20,500.0->0.0; discount -89.80",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030344,2021,accrued,0.0,0.0,-76.90765921444257,0.0,76.90765921444242,-153.815318428885,computed,,"accrued: nominal 0.0->22,500.0; discount -76.91; premium/discount amortisation 76.91",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030344,2021,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->22,500.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030344,2022,accrued,0.0,0.0,-22.437240785557833,0.0,22.437240785557833,-44.874481571115666,computed,,"accrued: nominal 22,500.0->0.0; discount -22.44; premium/discount amortisation 22.44",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030344,2022,cash,0.0,0.0,-99.3449000000004,0.0,0.0,-99.3449000000004,computed,,"cash: nominal 22,500.0->0.0; discount -99.34",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030351,2021,accrued,0.0,0.0,-58.21988935046228,0.0,58.219889350461976,-116.43977870092425,computed,,"accrued: nominal 0.0->20,000.0; discount -58.22; premium/discount amortisation 58.22",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030351,2021,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->20,000.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030351,2022,accrued,0.0,0.0,-30.149310649537973,0.0,30.149310649537945,-60.29862129907592,computed,,"accrued: nominal 20,000.0->0.0; discount -30.15; premium/discount amortisation 30.15",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030351,2022,cash,0.0,0.0,-88.36920000000026,0.0,0.0,-88.36920000000026,computed,,"cash: nominal 20,000.0->0.0; discount -88.37",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030369,2021,accrued,0.0,0.0,-48.593160576128426,0.0,48.59316057612915,-97.18632115225758,computed,,"accrued: nominal 0.0->17,000.0; discount -48.59; premium/discount amortisation 48.59",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030369,2021,cash,0.0,0.0,0.0,0.0,0.0,0.0,computed,,"cash: nominal 0.0->17,000.0; discount 0.00",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030369,2022,accrued,0.0,0.0,-42.65123942387058,0.0,42.65123942387121,-85.30247884774178,computed,,"accrued: nominal 17,000.0->4,000.0; discount -42.65; premium/discount amortisation 42.65",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030369,2022,cash,0.0,0.0,-91.24439999999899,0.0,0.0,-91.24439999999899,computed,,"cash: nominal 17,000.0->4,000.0; discount -91.24",20260910T102726Z,ggfiscal.debt.interest,,A,
DEU,DE0001030377,2021,accrued,0.0,0.0,-39.59511570886851,0.0,39.59511570886847,-79.19023141773698,computed,,"accrued: nominal 0.0->16,000.0; discount -39.60; premium/discount amortisation 39.60",20260910T102726Z,ggfiscal.debt.interest,,A,
