iso3,security_id,date,reference_index,index_ratio,ratio_source,run_id,source_id,snapshot_sha256,quality_grade,notes
DEU,DE0001030500,2006-03-25,100.72839,0.99847,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-03-26,100.7129,0.99831,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-03-27,100.69742,0.99816,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-03-28,100.68194,0.998,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-03-29,100.66645,0.99785,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-03-30,100.65097,0.9977,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-03-31,100.63548,0.99754,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-01,100.62,0.99739,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-02,100.62967,0.99749,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-03,100.63933,0.99758,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-04,100.649,0.99768,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-05,100.65867,0.99777,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-06,100.66833,0.99787,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-07,100.678,0.99797,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-08,100.68767,0.99806,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-09,100.69733,0.99816,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-10,100.707,0.99825,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-11,100.71667,0.99835,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-12,100.72633,0.99844,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-13,100.736,0.99854,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-14,100.74567,0.99864,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-15,100.75533,0.99873,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-16,100.765,0.99883,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-17,100.77467,0.99892,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-18,100.78433,0.99902,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-19,100.794,0.99912,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-20,100.80367,0.99921,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-21,100.81333,0.99931,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-22,100.823,0.9994,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-23,100.83267,0.9995,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-24,100.84233,0.99959,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-25,100.852,0.99969,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-26,100.86167,0.99979,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-27,100.87133,0.99988,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-28,100.881,0.99998,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-29,100.89067,1.00007,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-04-30,100.90033,1.00017,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-01,100.91,1.00027,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-02,100.92806,1.00044,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-03,100.94613,1.00062,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-04,100.96419,1.0008,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-05,100.98226,1.00098,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-06,101.00032,1.00116,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-07,101.01839,1.00134,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-08,101.03645,1.00152,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-09,101.05452,1.0017,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-10,101.07258,1.00188,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-11,101.09065,1.00206,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-12,101.10871,1.00224,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-13,101.12677,1.00241,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-14,101.14484,1.00259,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-15,101.1629,1.00277,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-16,101.18097,1.00295,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-17,101.19903,1.00313,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-18,101.2171,1.00331,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-19,101.23516,1.00349,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-20,101.25323,1.00367,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-21,101.27129,1.00385,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-22,101.28935,1.00403,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-23,101.30742,1.0042,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-24,101.32548,1.00438,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-25,101.34355,1.00456,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-26,101.36161,1.00474,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-27,101.37968,1.00492,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-28,101.39774,1.0051,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-29,101.41581,1.00528,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-30,101.43387,1.00546,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-05-31,101.45194,1.00564,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-01,101.47,1.00582,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-02,101.493,1.00604,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-03,101.516,1.00627,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-04,101.539,1.0065,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-05,101.562,1.00673,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-06,101.585,1.00696,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-07,101.608,1.00718,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-08,101.631,1.00741,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-09,101.654,1.00764,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-10,101.677,1.00787,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-11,101.7,1.0081,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-12,101.723,1.00832,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-13,101.746,1.00855,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-14,101.769,1.00878,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-15,101.792,1.00901,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
DEU,DE0001030500,2006-06-16,101.815,1.00924,office,20260910T102726Z,DEU_FINANZAGENTUR,83b2c0cd58c43e616dcc35d0ebf59a29d714adf552ba80544d22b1544d7dc5ed,A,"index_ratios_2005: daily reference index on that file's HICP base year; the ratios are continuous across the files, the reference index rebases"
